family,genus,table1,species,level,number,Remove
Rubiaceae,Gynochthodes,no,Gynochthodes parvifolia,species,3,
Hernandiaceae,Gyrocarpus,no,Gyrocarpus americanus,species,1,yes
Hernandiaceae,Gyrocarpus,no,Gyrocarpus americanus,species,1,
Gesneriaceae,Haberlea,no,Haberlea rhodopensis,species,768,
Boraginaceae,Hackelia,no,Hackelia floribunda,species,4,yes
Boraginaceae,Hackelia,no,Hackelia floribunda,species,4,
Boraginaceae,Hackelia,no,Hackelia floribunda,species,4,
Amaryllidaceae,Haemanthus,no,Haemanthus spp.,genus,6,
Proteaceae,Hakea,no,Hakea bucculenta,species,2,
Gentianaceae,Halenia,no,Halenia elliptica,species,15.9955803,yes
Gentianaceae,Halenia,no,Halenia elliptica,species,14,
Gentianaceae,Halenia,no,Halenia elliptica,species,18,
Gentianaceae,Halenia,no,Halenia elliptica,species,18,yes
Gentianaceae,Halenia,no,Halenia palmeri,species,35.85,
Gentianaceae,Halenia,no,Halenia palmeri,species,35.8,
Gentianaceae,Halenia,no,Halenia palmeri,species,35.8,yes
Styracaceae,Halesia,no,Halesia spp.,genus,12,
Haloragaceae,Haloragis,no,Haloragis masatierrana,species,4,
Haloragaceae,Haloragis,no,Haloragis masatierrana,species,4.5,
Hamamelidaceae,Hamamelis,no,Hamamelis spp.,genus,2,
Hamamelidaceae,Hamamelis,no,Hamamelis virginiana,species,2,
Rubiaceae,Hamelia,no,Hamelia spp.,genus,1,
Apocynaceae,Hancornia,no,Hancornia speciosa,species,76,
Bignoniaceae,Handroanthus,no,Handroanthus serratifolius,species,204.27,
Asteraceae,Haplopappus,no,Haplopappus anthylloides,species,1,
Asteraceae,Haplopappus,no,Haplopappus glutinosus,species,1,
Asteraceae,Haplopappus,no,Haplopappus schumannii,species,1,
Rutaceae,Haplophyllum,no,Haplophyllum spp.,genus,NA,
Lamiaceae,Haplostachys,no,Haplostachys spp.,family,4,
Sapindaceae,Harpullia,no,Harpullia spp.,genus,2.5,
Araliaceae,Hedera,no,Hedera spp.,genus,5,
Brassicaceae,Hedinia,no,Hedinia spp.,genus,32,
Monimiaceae,Hedycarya,no,Hedycarya spp.,genus,NA,
Zingiberaceae,Hedychium,no,Hedychium coccineum,species,27.46,
Zingiberaceae,Hedychium,no,Hedychium coccineum,species,39.3,
Zingiberaceae,Hedychium,no,Hedychium coronarium,species,141.16,
Zingiberaceae,Hedychium,no,Hedychium coronarium,species,NA,
Zingiberaceae,Hedychium,no,Hedychium coronarium,species,141.1,
Zingiberaceae,Hedychium,no,Hedychium spicatum,species,61.03,
Zingiberaceae,Hedychium,no,Hedychium spicatum,species,61,
Chloranthaceae,Hedyosmum,no,Hedyosmum brasiliense,species,1,
Chloranthaceae,Hedyosmum,no,Hedyosmum spp.,genus,1,
Rubiaceae,Hedyotis,no,Hedyotis acutangula,species,32.5,
Rubiaceae,Hedyotis,no,Hedyotis acutangula,species,32.5,yes
Rubiaceae,Hedyotis,no,Hedyotis sp.,species,56.1,
Fabaceae,Hedysarum,no,Hedysarum boreale,species,6.4,yes
Fabaceae,Hedysarum,no,Hedysarum boreale,species,6.4,yes
Fabaceae,Hedysarum,no,Hedysarum boreale,species,5.6,
Fabaceae,Hedysarum,no,Hedysarum boreale,species,6.4,
Fabaceae,Hedysarum,no,Hedysarum sulphurescens,species,3,yes
Fabaceae,Hedysarum,no,Hedysarum sulphurescens,species,3.1,yes
Fabaceae,Hedysarum,no,Hedysarum sulphurescens,species,3,
Fabaceae,Hedysarum,no,Hedysarum sulphurescens,species,3.1,
Olacaceae,Heisteria,no,Heisteria spp.,family,3,
Cistaceae,Helianthemum,no,Helianthemum nummularium,species,6.25,
Cistaceae,Helianthemum,no,Helianthemum squamatum,species,7.1,
Asteraceae,Helichrysum,no,Helichrysum italicum,species,1,
Araceae,Helicodiceros,no,Helicodiceros muscivorus,species,4.5,
Heliconiaceae,Heliconia,no,Heliconia acuminata,species,3,
Heliconiaceae,Heliconia,no,Heliconia revoluta,species,3,
Heliconiaceae,Heliconia,no,Heliconia spp.,genus,3,
Ranunculaceae,Helleborus,no,Helleborus cyclophyllus,species,36,
Ranunculaceae,Helleborus,no,Helleborus foetidus,species,36,
Ranunculaceae,Helleborus,no,Helleborus foetidus,species,11,
Ranunculaceae,Helleborus,no,Helleborus lividus,species,44,
Ranunculaceae,Helleborus,no,Helleborus niger,species,61,
Ranunculaceae,Helleborus,no,Helleborus orientalis,species,52,
Ranunculaceae,Helleborus,no,Helleborus viridis,species,26,
Costaceae,Hellenia,no,Hellenia speciosa,species,NA,
Costaceae,Hellenia,no,Hellenia speciosa,species,67.25,
Philydraceae,Helmholtzia,no,Helmholtzia spp.,genus,1,
Melanthiaceae,Helonias,no,Helonias orientalis,species,1680,
Melanthiaceae,Helonias,no,Helonias spp.,genus,NA,
Melanthiaceae,Helonias,no,Helonias spp.,genus,NA,
Balanophoraceae,Helosis,no,Helosis spp.,genus,1,
Helwingiaceae,Helwingia,no,Helwingia spp.,genus,4,
Lamiaceae,Hemigenia,no,Hemigenia spp.,genus,5,
Brassicaceae,Hemilophia,no,Hemilophia spp.,genus,2,
Asteraceae,Hemizonia,no,Hemizonia congesta,species,1,
Ranunculaceae,Hepatica,no,Hepatica acutiloba,species,11.69163,
Ranunculaceae,Hepatica,no,Hepatica americana,species,14.9,yes
Ranunculaceae,Hepatica,no,Hepatica americana,species,14.9,
Hernandiaceae,Hernandia,no,Hernandia spp.,genus,1,
Brassicaceae,Hesperis,no,Hesperis pendula,species,16.4,
Brassicaceae,Hesperis,no,Hesperis spp.,genus,22,
Linaceae,Hesperolinon,no,Hesperolinon disjunctum,species,5,
Linaceae,Hesperolinon,no,Hesperolinon disjunctum,species,5,yes
Araceae,Heteroaridarum,no,Heteroaridarum nicolsonii,species,14.5,
Campanulaceae,Heterocodon,no,Heterocodon rariflorus,species,98,
Campanulaceae,Heterocodon,no,Heterocodon rariflorus,species,98,yes
Poaceae,Heteropogon,no,Heteropogon spp.,family,1,
Myrtaceae,Heteropyxis,no,Heteropyxis spp.,genus,NA,
Saxifragaceae,Heuchera,no,Heuchera spp.,genus,NA,
Meliaceae,Heynea,no,Heynea spp.,genus,5,
Phyllanthaceae,Hieronyma,no,Hieronyma alchorneoides,species,1,
Orchidaceae,Himantoglossum,no,Himantoglossum comperianum,species,9231,
Orchidaceae,Himantoglossum,no,Himantoglossum comperianum,species,9231,yes
Apocynaceae,Himatanthus,no,Himatanthus spp.,genus,NA,
Amaryllidaceae,Hippeastrum,no,Hippeastrum spp.,genus,16.5,
Celastraceae,Hippocratea,no,Hippocratea spp.,genus,18,
Fabaceae,Hippocrepis,no,Hippocrepis ciliata,species,6.082988,
Fabaceae,Hippocrepis,no,Hippocrepis comosa,species,10.7,
Fabaceae,Hippocrepis,no,Hippocrepis emerus,species,14,
Fabaceae,Hippocrepis,no,Hippocrepis scabra,species,11.30704,
Elaeagnaceae,Hippophae,no,Hippophae rhamnoides,species,1,
Elaeagnaceae,Hippophae,no,Hippophae rhamnoides,species,1,yes
Malpighiaceae,Hiptage,no,Hiptage spp.,genus,3,
Brassicaceae,Hirschfeldia,no,Hirschfeldia incana,species,7,
Chrysobalanaceae,Hirtella,no,Hirtella physophora,species,2,
Rubiaceae,Hoffmannia,no,Hoffmannia congesta,species,NA,
Fabaceae,Hoita,no,Hoita macrostachya,species,1,
Plantaginaceae,Holmgrenanthe,no,Holmgrenanthe petrophila,species,47.7,
Lamiaceae,Holmskioldia,no,Holmskioldia spp.,genus,4,
Salicaceae,Homalium,no,Homalium alnifolium,species,10,
Salicaceae,Homalium,no,Homalium brachybotrys,species,10,yes
Salicaceae,Homalium,no,Homalium brachybotrys,species,5,
Salicaceae,Homalium,no,Homalium brachybotrys,species,10,
Apiaceae,Homalocarpus,no,Homalocarpus dichotomus,species,2,
Araceae,Homalomena,no,Homalomena insignis,species,255.6,
Araceae,Homalomena,no,Homalomena sp.,species,207.7,
Araceae,Homalomena,no,Homalomena spp.,genus,NA,
Poaceae,Hordeum,no,Hordeum distichon,species,1,
Poaceae,Hordeum,no,Hordeum spp.,family,1,
Poaceae,Hordeum,no,Hordeum vulgare,species,1,
Rosaceae,Horkelia,no,Horkelia californica,species,1,
Rosaceae,Horkelia,no,Horkelia californica,species,1,yes
Brassicaceae,Hornungia,no,Hornungia spp.,genus,22,
Myristicaceae,Horsfieldia,no,Horsfieldia spp.,genus,1,
Asparagaceae,Hosta,no,Hosta sieboldii,species,34.6,yes
Asparagaceae,Hosta,no,Hosta sieboldii,species,NA,
Asparagaceae,Hosta,no,Hosta sieboldii,species,34.6,
Saururaceae,Houttuynia,no,Houttuynia spp.,genus,22.5,
Rhamnaceae,Hovenia,no,Hovenia spp.,genus,3,
Apocynaceae,Hoya,no,Hoya carnosa,species,217.6,yes
Apocynaceae,Hoya,no,Hoya carnosa,species,431.034483,
Apocynaceae,Hoya,no,Hoya carnosa,species,217.6,
Annonaceae,Huberantha,no,Huberantha nitidissima,species,1,
Apocynaceae,Huernia,no,Huernia sp. ,species,92.7,
Apocynaceae,Huernia,no,Huernia spp.,genus,92.7,
Fabaceae,Humboldtia,no,Humboldtia decurrens,species,4,
Fabaceae,Humboldtia,no,Humboldtia sanjappae,species,3,
Cannabaceae,Humulus,no,Humulus spp.,genus,1,
Achariaceae,Hydnocarpus,no,Hydnocarpus spp.,genus,NA,
Hydrangeaceae,Hydrangea,no,Hydrangea spp.,genus,NA,
Hydrangeaceae,Hydrangea,no,Hydrangea spp.,genus,NA,
Ranunculaceae,Hydrastis,no,Hydrastis spp.,genus,2,
Hydroleaceae,Hydrolea,no,Hydrolea spinosa,species,472.15,
Hydroleaceae,Hydrolea,no,Hydrolea spp.,genus,NA,
Hydrostachyaceae,Hydrostachys,no,Hydrostachys spp.,genus,NA,
Fabaceae,Hymenaea,no,Hymenaea spp.,genus,NA,
Fabaceae,Hymenaea,no,Hymenaea stigonocarpa,species,12.9,
Apiaceae,Hymenidium,no,Hymenidium benthamii,species,1.99986187,yes
Apiaceae,Hymenidium,no,Hymenidium benthamii,species,2,
Apiaceae,Hymenidium,no,Hymenidium davidii,species,2,
Apiaceae,Hymenidium,no,Hymenidium davidii,species,2,yes
Amaryllidaceae,Hymenocallis,no,Hymenocallis littoralis,species,13.5,
Papaveraceae,Hypecoum,no,Hypecoum procumbens,species,16.39,
Papaveraceae,Hypecoum,no,Hypecoum spp.,genus,NA,
Hypericaceae,Hypericum,no,Hypericum spp.,genus,NA,
Hypericaceae,Hypericum,no,Hypericum spp.,genus,NA,
Hypericaceae,Hypericum,no,Hypericum spp.,genus,NA,
Hypericaceae,Hypericum,no,Hypericum spp.,genus,NA,
Asteraceae,Hypochaeris,no,Hypochaeris tenuifolia,species,1,yes
Asteraceae,Hypochaeris,no,Hypochaeris tenuifolia,species,1,
Asteraceae,Hypochaeris,no,Hypochaeris thrincioides,species,1,
Acanthaceae,Hypoestes,no,Hypoestes floribunda,species,4,yes
Acanthaceae,Hypoestes,no,Hypoestes floribunda,species,4,
Hypoxidaceae,Hypoxis,no,Hypoxis spp.,genus,NA,
Brassicaceae,Ianhedgea,no,Ianhedgea spp.,genus,15,
Brassicaceae,Iberis,no,Iberis odorata,species,2,
Brassicaceae,Iberis,no,Iberis procumbens,species,2,
Icacinaceae,Icacina,no,Icacina spp.,genus,2,
Salicaceae,Idesia,no,Idesia spp.,genus,NA,
Calycanthaceae,Idiospermum,no,Idiospermum spp.,genus,3,
Aquifoliaceae,Ilex,no,Ilex crenata,species,3.9994475,yes
Aquifoliaceae,Ilex,no,Ilex crenata,species,4,
Aquifoliaceae,Ilex,no,Ilex pedunculosa,species,3.9994475,yes
Aquifoliaceae,Ilex,no,Ilex pedunculosa,species,4,
Aquifoliaceae,Ilex,no,Ilex serrata,species,3.9994475,yes
Aquifoliaceae,Ilex,no,Ilex serrata,species,4,
Aquifoliaceae,Ilex,no,Ilex spp.,genus,7.8,
Schisandraceae,Illicium,no,Illicium spp.,genus,1,
Hernandiaceae,Illigera,no,Illigera spp.,genus,1,
Balsaminaceae,Impatiens,no,Impatiens campanulata,species,18,
Balsaminaceae,Impatiens,no,Impatiens capensis,species,7,
Balsaminaceae,Impatiens,no,Impatiens capensis,species,5.00034535,yes
Balsaminaceae,Impatiens,no,Impatiens capensis,species,5,
Balsaminaceae,Impatiens,no,Impatiens capensis,species,5,yes
Balsaminaceae,Impatiens,no,Impatiens glandulifera,species,4.03,
Balsaminaceae,Impatiens,no,Impatiens pulcherrima,species,18,
Balsaminaceae,Impatiens,no,Impatiens spp.,genus,NA,
Balsaminaceae,Impatiens,no,Impatiens trichocarpa,species,20,
Fabaceae,Indigofera,no,Indigofera parodiana,species,8.2,
Fabaceae,Indigofera,no,Indigofera suffruticosa,species,6.1,
Fabaceae,Indigofera,no,Indigofera tsiangiana,species,2,
Fabaceae,Inga,no,Inga densiflora,species,17.5,
Fabaceae,Inga,no,Inga longispica,species,12.71,
Fabaceae,Inga,no,Inga mortoniana,species,16.8,
Fabaceae,Inga,no,Inga nobilis,species,19.8,
Fabaceae,Inga,no,Inga oerstediana,species,18.07,
Fabaceae,Inga,no,Inga punctata,species,19.4,
Fabaceae,Inga,no,Inga sierrae,species,21.13,
Amaryllidaceae,Ipheion,no,Ipheion sessile,species,27.52,
Colchicaceae,Iphigenia,no,Iphigenia spp.,genus,NA,
Amaranthaceae,Iresine,no,Iresine spp.,genus,1,
Arecaceae,Iriartea,no,Iriartea spp.,genus,2,
Irvingiaceae,Irvingia,no,Irvingia spp.,genus,3,
Brassicaceae,Isatis,no,Isatis lusitanica,species,2,
Brassicaceae,Isatis,no,Isatis microcarpa,species,2,
Brassicaceae,Isatis,no,Isatis spp.,genus,1,
Brassicaceae,Isatis,no,Isatis spp.,genus,1,
Brassicaceae,Isatis,no,Isatis spp.,genus,1,
Proteaceae,Isopogon,no,Isopogon cuneatus,species,1,
Campanulaceae,Isotoma,no,Isotoma spp.,family,NA,
Orchidaceae,Isotria,no,Isotria medeoloides,species,12900,
Orchidaceae,Isotria,no,Isotria verticillata,species,43800,
Iteaceae,Itea,no,Itea spp.,genus,NA,
Salicaceae,Itoa,no,Itoa spp.,genus,NA,
Strasburgeriaceae,Ixerba,no,Ixerba spp.,genus,10,
Asteraceae,Ixeris,no,Ixeris chinensis,species,1,yes
Asteraceae,Ixeris,no,Ixeris chinensis,species,1,
Asteraceae,Ixeris,no,Ixeris chinensis,species,1,yes
Asteraceae,Ixeris,no,Ixeris chinensis,species,1,yes
Ixioliriaceae,Ixiolirion,no,Ixiolirion spp.,genus,NA,
Ixonanthaceae,Ixonanthes,no,Ixonanthes spp.,genus,10,
Rubiaceae,Ixora,no,Ixora coccinea,species,1,
Rubiaceae,Ixora,no,Ixora floribunda,species,NA,
Solanaceae,Jaborosa,no,Jaborosa caulescens,species,29.04,
Bignoniaceae,Jacaranda,no,Jacaranda copaia,species,243,
Sapindaceae,Jagera,no,Jagera pseudorhus,species,3,
Petrosaviaceae,Japonolirion,no,Japonolirion spp.,genus,13.5,
Campanulaceae,Jasione,no,Jasione crispa,species,15.9,
Oleaceae,Jasminum,no,Jasminum didymum,species,2,yes
Oleaceae,Jasminum,no,Jasminum didymum,species,3,
Oleaceae,Jasminum,no,Jasminum didymum,species,2,
Oleaceae,Jasminum,no,Jasminum didymum,species,4,
Oleaceae,Jasminum,no,Jasminum simplicifolium,species,2,yes
Oleaceae,Jasminum,no,Jasminum simplicifolium,species,3,
Oleaceae,Jasminum,no,Jasminum simplicifolium,species,2,
Oleaceae,Jasminum,no,Jasminum simplicifolium,species,4,
Euphorbiaceae,Jatropha,no,Jatropha curcas,species,7.33,
Euphorbiaceae,Jatropha,no,Jatropha curcas,species,3,
Euphorbiaceae,Jatropha,no,Jatropha curcas,species,2.5,
Euphorbiaceae,Jatropha,no,Jatropha curcas,species,4.5,
Euphorbiaceae,Jatropha,no,Jatropha curcas,species,3,
Euphorbiaceae,Jatropha,no,Jatropha dioica,species,1.5,
Euphorbiaceae,Jatropha,no,Jatropha dioica,species,2.5,
Euphorbiaceae,Jatropha,no,Jatropha dioica,species,4.5,
Saxifragaceae,Jepsonia,no,Jepsonia heterandra,species,99.95,
Saxifragaceae,Jepsonia,no,Jepsonia heterandra,species,100,yes
Saxifragaceae,Jepsonia,no,Jepsonia heterandra,species,99.95,yes
Saxifragaceae,Jepsonia,no,Jepsonia heterandra,species,99.95,yes
Rubiaceae,Joosia,no,Joosia spp.,genus,NA,
Juglandaceae,Juglans,no,Juglans spp.,genus,1,
Juncaceae,Juncus,no,Juncus spp.,genus,NA,
Verbenaceae,Junellia,no,Junellia spathulata,species,4,
Acanthaceae,Justicia,no,Justicia spp.,genus,3,
Schisandraceae,Kadsura,no,Kadsura spp.,genus,3,
Crassulaceae,Kalanchoe,no,Kalanchoe daigremontiana,species,522.3,
Crassulaceae,Kalanchoe,no,Kalanchoe spp.,genus,NA,
Rhizophoraceae,Kandelia,no,Kandelia candel,species,6,
Rhizophoraceae,Kandelia,no,Kandelia spp.,genus,6,
Cunoniaceae,Karrabina,no,Karrabina biagiana,species,39,
Cunoniaceae,Karrabina,no,Karrabina biagiana,species,52,
Rosaceae,Kerria,no,Kerria spp.,genus,1,
Meliaceae,Khaya,no,Khaya spp.,genus,63,
Calophyllaceae,Kielmeyera,no,Kielmeyera coriacea,species,60,
Calophyllaceae,Kielmeyera,no,Kielmeyera speciosa,species,70,
Achariaceae,Kiggelaria,no,Kiggelaria spp.,genus,NA,
Annonaceae,Klarobelia,no,Klarobelia anomala,species,1,
Myristicaceae,Knema,no,Knema spp.,genus,1,
Ranunculaceae,Knowltonia,no,Knowltonia chilensis,species,18.28,
Ranunculaceae,Knowltonia,no,Knowltonia major,species,35,
Rubiaceae,Knoxia,no,Knoxia sumatrensis,species,2,
Koeberliniaceae,Koeberlinia,no,Koeberlinia spp.,genus,NA,
Sapindaceae,Koelreuteria,no,Koelreuteria spp.,genus,6,
Krameriaceae,Krameria,no,Krameria spp.,genus,2,
Malvaceae,Kydia,no,Kydia spp.,genus,5,
Fabaceae,Laburnum,no,Laburnum anagyroides,species,6,
Brassicaceae,Lachnoloma,no,Lachnoloma spp.,genus,2,
Lacistemataceae,Lacistema,no,Lacistema spp.,genus,NA,
Apocynaceae,Lacmellea,no,Lacmellea spp.,genus,NA,
Aristolochiaceae,Lactoris,no,Lactoris fernandeziana,species,17.7,
Aristolochiaceae,Lactoris,no,Lactoris fernandeziana,species,NA,
Aristolochiaceae,Lactoris,no,Lactoris fernandeziana,species,17.7,yes
Rubiaceae,Ladenbergia,no,Ladenbergia spp.,genus,NA,
Asteraceae,Lagascea,no,Lagascea mollis,species,1,
Lythraceae,Lagerstroemia,no,Lagerstroemia indica,species,129,
Lythraceae,Lagerstroemia,no,Lagerstroemia speciosa,species,148,
Lythraceae,Lagerstroemia,no,Lagerstroemia speciosa,species,237.8,
Asteraceae,Lagophylla,no,Lagophylla minor,species,1,
Asteraceae,Lagophylla,no,Lagophylla minor,species,1,yes
Proteaceae,Lambertia,no,Lambertia spp.,family,NA,
Proteaceae,Lambertia,no,Lambertia spp.,genus,2,
Lamiaceae,Lamium,no,Lamium amplexicaule,species,4,
Lamiaceae,Lamium,no,Lamium spp.,genus,4,
Polemoniaceae,Langloisia,no,Langloisia punctata,species,33,
Polemoniaceae,Langloisia,no,Langloisia setosissima,species,24.9,
Balanophoraceae,Langsdorffia,no,Langsdorffia spp.,genus,1,
Verbenaceae,Lantana,no,Lantana spp.,genus,3,
Verbenaceae,Lantana,no,Lantana spp.,family,4,
Urticaceae,Laportea,no,Laportea spp.,genus,1,
Asteraceae,Lapsana,no,Lapsana communis,species,1,
Asteraceae,Lapsana,no,Lapsana communis,species,1,
Zygophyllaceae,Larrea,no,Larrea divaricata,species,20.60048,
Zygophyllaceae,Larrea,no,Larrea divaricata,species,20.6,
Zygophyllaceae,Larrea,no,Larrea divaricata,species,20.6,yes
Rubiaceae,Larsenaikia,no,Larsenaikia ochreata,species,194,yes
Rubiaceae,Larsenaikia,no,Larsenaikia ochreata,species,194,
Asteraceae,Lasthenia,no,Lasthenia californica,species,1,
Asteraceae,Lasthenia,no,Lasthenia californica,species,1,yes
Amaryllidaceae,Latace,no,Latace andina,species,28.68,
Fabaceae,Lathyrus,no,Lathyrus angulatus,species,11.97297,
Fabaceae,Lathyrus,no,Lathyrus annuus,species,8.24752,
Fabaceae,Lathyrus,no,Lathyrus aphaca,species,6.855178,
Fabaceae,Lathyrus,no,Lathyrus aphaca,species,4.7,
Fabaceae,Lathyrus,no,Lathyrus cicera,species,4.744074,
Fabaceae,Lathyrus,no,Lathyrus clymenum,species,6.503241,
Fabaceae,Lathyrus,no,Lathyrus hirsutus,species,6.385768,
Fabaceae,Lathyrus,no,Lathyrus hirsutus,species,6,
Fabaceae,Lathyrus,no,Lathyrus japonicus,species,7.05,
Fabaceae,Lathyrus,no,Lathyrus latifolius,species,22.01059,
Fabaceae,Lathyrus,no,Lathyrus latifolius,species,19,
Fabaceae,Lathyrus,no,Lathyrus linifolius,species,13.10023,
Fabaceae,Lathyrus,no,Lathyrus niger,species,7.45032,
Fabaceae,Lathyrus,no,Lathyrus ochroleucus,species,10.2,
Fabaceae,Lathyrus,no,Lathyrus odoratus,species,11.3,
Fabaceae,Lathyrus,no,Lathyrus oleraceus,species,10.16955,
Fabaceae,Lathyrus,no,Lathyrus pannonicus,species,16.3,
Fabaceae,Lathyrus,no,Lathyrus sphaericus,species,9.5,
Fabaceae,Lathyrus,no,Lathyrus subandinus,species,12.96,
Fabaceae,Lathyrus,no,Lathyrus tingitanus,species,7.046483,
Rosaceae,Laurocerasus,no,Laurocerasus spp.,genus,2,
Lauraceae,Laurus,no,Laurus spp.,genus,1,
Urticaceae,Lecanthus,no,Lecanthus spp.,genus,1,
Vitaceae,Leea,no,Leea spp.,genus,4,
Brassicaceae,Leiospora,no,Leiospora spp.,genus,34,
Aizoaceae,Leipoldtia,no,Leipoldtia schultzei,species,131,
Lamiaceae,Leonotis,no,Leonotis nepetifolia,species,4,
Lamiaceae,Leonurus,no,Leonurus cardiaca,species,4.000136,
Lamiaceae,Leonurus,no,Leonurus cardiaca,species,4,
Lamiaceae,Leonurus,no,Leonurus cardiaca,species,4,yes
Brassicaceae,Lepidium,no,Lepidium aucheri,species,2,
Brassicaceae,Lepidium,no,Lepidium latifolium,species,2.1,
Brassicaceae,Lepidium,no,Lepidium reichei,species,2,
Brassicaceae,Lepidium,no,Lepidium sativum,species,2,
Brassicaceae,Lepidium,no,Lepidium spinosum,species,2,
Brassicaceae,Lepidium,no,Lepidium spp.,genus,2,
Brassicaceae,Lepidium,no,Lepidium spp.,genus,2,
Brassicaceae,Lepidium,no,Lepidium spp.,genus,2,
Brassicaceae,Lepidostemon,no,Lepidostemon spp.,genus,18,
Sapindaceae,Lepisanthes,no,Lepisanthes spp.,genus,2.5,
Brassicaceae,Leptaleum,no,Leptaleum spp.,genus,NA,
Fabaceae,Leptolobium,no,Leptolobium panamense,species,2.5,
Celastraceae,Lepuropetalon,no,Lepuropetalon spp.,genus,NA,
Asteraceae,Lessingia,no,Lessingia micradenia,species,1,
Asteraceae,Lessingia,no,Lessingia micradenia,species,1,yes
Asteraceae,Leucheria,no,Leucheria bridgesii,species,1,
Asteraceae,Leucheria,no,Leucheria congesta,species,1,
Asteraceae,Leucheria,no,Leucheria millefolium,species,1,yes
Asteraceae,Leucheria,no,Leucheria millefolium,species,1,
Asteraceae,Leucheria,no,Leucheria rosea,species,1,
Asteraceae,Leucheria,no,Leucheria runcinata,species,1,
Asteraceae,Leucheria,no,Leucheria salina,species,1,
Amaryllidaceae,Leucocoryne,no,Leucocoryne alliacea,species,20.72,
Amaryllidaceae,Leucocoryne,no,Leucocoryne ixioides,species,32.88,
Ericaceae,Leucopogon,no,Leucopogon spp.,genus,5,
Urticaceae,Leucosyke,no,Leucosyke spp.,genus,1,
Chrysobalanaceae,Licania,no,Licania spp.,genus,2,
Oleaceae,Ligustrum,no,Ligustrum spp.,genus,4,
Liliaceae,Lilium,no,Lilium auratum,species,525,
Liliaceae,Lilium,no,Lilium philadelphicum,species,NA,
